,tipo_transaccion,nombre_comercio,giro_nombre,mcc_nombre,fecha_transaccion,ope_pais,entry_mode,sexo_cliente,estado_cliente,edad_cliente,monto_transaccion,id_cliente,tiempo,cluster,hormiga
2103,TDD,DLOCAL*DIDI FOOD      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",24/11/22,MX,CARD NOT PRESENT,M,QUERETARO,15,12.45,7089,16,4,
2104,TDD,ZTL*THEURELTHOMASSADECCIUDAD DE MEX001,AGREGADOR,AGREGADOR,19/02/23,MX,CARD PRESENT,M,NUEVO LEON,21,54.86,9840,103,4,
2105,TDD,HTECH COM TELCEL      SN PEDRO GARZ019,RETAIL,COMPUTADORAS EQUIPO PERIF DE COMPUTADORAS SOFTWARE,30/11/22,MX,CARD NOT PRESENT,M,CAMPECHE,48,17.44,4752,22,4,
2106,TDC,MERCADO PAGO 4        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,03/02/23,MX,CARD NOT PRESENT,F,JALISCO,24,59.35,5851,87,4,
2356,TDD,DLOCAL*DIDI FOOD CA   CIUDAD DE MEX09,AGREGADOR,AGREGADOR,13/01/23,MX,CARD NOT PRESENT,M,CHIAPAS,34,143.68,344,66,2,1
2108,TDD,HTECH.COM TELCEL      SANPEDRO GARNL,RETAIL,COMPUTADORAS EQUIPO PERIF DE COMPUTADORAS SOFTWARE,06/01/23,MX,CARD NOT PRESENT,M,CAMPECHE,48,17.44,4752,59,4,
2109,TDD,BET365 MX SEC         CIUDAD DE MEXDF,RETAIL,CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES),27/02/23,MX,CARD NOT PRESENT,M,JALISCO,37,59.85,6485,111,4,
2110,TDC,PAYPAL *UNDOSTRES     CIUDAD DE MEXDF,AGREGADOR,AGREGADOR,26/01/23,MX,CARD NOT PRESENT,F,VERACRUZ DE IGNACIO DE LA LLAV,23,84.8,1551,79,4,0
3342,TDC,DLOCAL*DIDI FOOD CA   CIUDAD DE MEX09,AGREGADOR,AGREGADOR,16/12/22,MX,CARD NOT PRESENT,M,CHIAPAS,34,247.3,344,38,2,1
2112,TDC,T EXTRA ANTARA        MEXICO DF    DF,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",05/02/23,MX,CARD PRESENT,F,MEXICO,31,28.91,4894,89,4,
2113,TDC,MERPAGO*NIVEL6        CIUDAD DE MEXDF,AGREGADOR,AGREGADOR,04/02/23,MX,CARD NOT PRESENT,F,AGUASCALIENTES,24,59.35,5416,88,4,
2114,TDC,STRIPE *UBER PENDING  CIUDAD DE MEXCMX,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",30/01/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,27,23.77,1144,83,4,1
2115,TDD,SC*CALIENTEMX2        TIJUANA BCN  001,ENTRETENIMIENTO,"CLUBES DEPORTIVOS PROFESIONALES, (HIPODROMOS,",15/11/22,MX,CARD NOT PRESENT,M,NUEVO LEON,35,84.8,3626,7,4,
2116,TDC,PAYPAL *UBERBV EATS      35314369001,RESTAURANTE,RESTAURANTES,21/02/23,NL,CARD NOT PRESENT,M,PUEBLA,33,60.72,682,105,4,1
2117,TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,02/12/22,MX,CARD PRESENT,M,CIUDAD DE MEXICO,30,36.15,480,24,4,1
2118,TDD,DLOCAL*DIDI RIDES CA  CIUDAD DE MEX09,AGREGADOR,AGREGADOR,03/01/23,MX,CARD NOT PRESENT,F,NUEVO LEON,20,67.11,5674,56,4,
2119,TDD,POLLO LOCO RC         MONTERREY NL NLE,COMIDA RAPIDA,COMIDA RAPIDA,02/02/23,MX,CARD PRESENT,M,NUEVO LEON,53,68.83,4388,86,4,
2120,TDC,PAY*RAPPI COMERCIO E  CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",11/02/23,MX,CARD NOT PRESENT,M,QUERETARO,39,179.19,1509,95,2,1
2121,TDC,UBER CORNERSHOP       TLALNEPANTLA 015,RESTAURANTE,RESTAURANTES,18/12/22,MX,CARD NOT PRESENT,M,JALISCO,25,306.86,2988,40,2,
2122,TDD,HTECH COM TELCEL      SN PEDRO GARZ019,RETAIL,COMPUTADORAS EQUIPO PERIF DE COMPUTADORAS SOFTWARE,06/01/23,MX,CARD NOT PRESENT,M,CAMPECHE,48,14.94,4752,59,4,
2123,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,14/11/22,MX,CARD NOT PRESENT,M,GUANAJUATO,20,84.8,3642,6,4,
2124,TDD,DLOCAL*RAPPI          CIUDAD DE MEX09,AGREGADOR,AGREGADOR,09/12/22,MX,CARD NOT PRESENT,M,NUEVO LEON,16,17.44,8620,31,4,
2125,TDC,APPLE.COM BILL           www.apple.com,RETAIL,TIENDA DE DISCOS,29/01/23,US,CARD NOT PRESENT,M,GUANAJUATO,36,134.2,5236,82,4,
2126,TDC,STP*UBER EATS PENDING CIUDAD DE MEX001,OTROS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",30/11/22,MX,CARD NOT PRESENT,F,COAHUILA DE ZARAGOZA,57,132.58,5120,22,4,
2127,TDC,UBER                  CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",22/12/22,MX,CARD NOT PRESENT,M,MEXICO,35,19.93,4299,44,4,
2128,TDC,HTECH COM TELCEL SAL  SN PEDRO GARZ001,RETAIL,COMPUTADORAS EQUIPO PERIF DE COMPUTADORAS SOFTWARE,01/03/23,MX,CARD NOT PRESENT,M,JALISCO,19,109.75,9748,113,4,
2129,TDD,SC*CALIENTE2          TIJUANA BCN  003,RETAIL,CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES),23/01/23,MX,CARD NOT PRESENT,M,NUEVO LEON,35,59.85,3626,76,4,
2130,TDC,DLOCAL*DIDI FOOD      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",02/12/22,MX,CARD NOT PRESENT,M,CHIHUAHUA,22,84.55,1749,24,4,
2131,TDC,PAYPAL *UBERBV EATS      35314369001,RESTAURANTE,RESTAURANTES,14/11/22,NL,CARD NOT PRESENT,M,PUEBLA,33,65.09,682,6,4,1
2132,TDC,D LOCAL*RAPPI         CIUDAD DE MEX001,OTROS,SERVICIOS EMPRESARIALES - NO CLASIFICADOS,30/11/22,MX,CARD NOT PRESENT,F,COAHUILA DE ZARAGOZA,57,24.71,5120,22,4,
2133,TDD,GPO FLECHA AMARILLA   LEON DE LOS A011,TRANSPORTE TERRESTRE DE PASAJEROS,AUTOBUSES FORANEOS,15/12/22,MX,CARD PRESENT,M,JALISCO,35,363.25,732,37,2,0
2134,TDC,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",10/12/22,MX,CARD NOT PRESENT,M,NUEVO LEON,34,84.78,6592,32,4,
2135,TDD,D LOCAL*RAPPI         CIUDAD DE MEX001,OTROS,SERVICIOS EMPRESARIALES - NO CLASIFICADOS,04/12/22,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,25,121.13,6640,26,4,
2136,TDC,PAY*RAPPI COMERCIO E  CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",06/12/22,MX,CARD NOT PRESENT,M,GUANAJUATO,21,66.16,7473,28,4,
2137,TDD,NETFLIX COM           CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,14/12/22,MX,CARD NOT PRESENT,M,VERACRUZ DE IGNACIO DE LA LLAV,24,159.15,4359,36,2,
2138,TDD,D LOCAL*DIDI RIDES    CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",07/01/23,MX,CARD NOT PRESENT,F,NUEVO LEON,41,39.44,9073,60,4,
2139,TDD,LA CHAYA MAYA         CIUDAD DE MEX000,RESTAURANTE,RESTAURANTES,01/01/23,MX,CARD PRESENT,M,QUINTANA ROO,58,220.18,9565,54,2,
2140,TDD,SC*CALIENTE2          TIJUANA BCN  003,ENTRETENIMIENTO,"CLUBES DEPORTIVOS PROFESIONALES, (HIPODROMOS,",18/11/22,MX,CARD NOT PRESENT,M,NUEVO LEON,35,109.75,3626,10,4,
2141,TDD,DLOCAL*DIDI RIDES CA  CIUDAD DE MEX09,AGREGADOR,AGREGADOR,27/01/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,25,31.6,6640,80,4,
2142,TDD,HTECH COM TELCEL      SN PEDRO GARZ019,RETAIL,COMPUTADORAS EQUIPO PERIF DE COMPUTADORAS SOFTWARE,02/12/22,MX,CARD NOT PRESENT,M,CAMPECHE,48,17.44,4752,24,4,
2143,TDC,PAYPAL *UBER BV          35314369001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",24/01/23,NL,CARD NOT PRESENT,M,CIUDAD DE MEXICO,26,44.85,1808,77,4,
2144,TDC,CINEPOLIS APP TICKETS MORELIA MICH 16,ENTRETENIMIENTO,"CINES, TEATROS",06/02/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,34,87.79,3916,90,4,
2145,TDD,PAYPAL3               MEXICO DF    DF,AGREGADOR,AGREGADOR,17/01/23,MX,CARD NOT PRESENT,M,NUEVO LEON,16,19.82,8620,70,4,
2146,TDD,OXXO ALIANZA          SANPEDRO NL NL,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",11/02/23,MX,CARD PRESENT,M,NUEVO LEON,33,92.29,9286,95,4,
2147,TDC,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",10/12/22,MX,CARD NOT PRESENT,M,QUERETARO,29,63.33,450,32,4,1
2148,TDC,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",08/12/22,MX,CARD NOT PRESENT,M,QUERETARO,29,56.99,450,30,4,1
2149,TDD,OXXOHERON PEREZ VER   XALAPA VER   VE,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",27/02/23,MX,CARD PRESENT,M,MEXICO,54,21.18,5709,111,4,
2150,TDC,DLOCAL*DIDI FOOD CA   CIUDAD DE MEX09,AGREGADOR,AGREGADOR,27/12/22,MX,CARD NOT PRESENT,M,QUERETARO,29,58.85,450,49,4,1
2151,TDC,OXXO LOBOS            TIJUANA BCN  BN,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",30/12/22,MX,CARD PRESENT,M,BAJA CALIFORNIA,49,105.76,6177,52,4,
2152,TDD,HTECH COM TELCEL      SN PEDRO GARZ019,RETAIL,COMPUTADORAS EQUIPO PERIF DE COMPUTADORAS SOFTWARE,04/01/23,MX,CARD NOT PRESENT,M,CAMPECHE,48,17.44,4752,57,4,
2153,TDD,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",19/11/22,MX,CARD NOT PRESENT,M,NUEVO LEON,21,74.81,9840,11,4,
2154,TDC,PAYU LA*AMWAYMX       CIUDAD DE MEX001,RETAIL,VENTAS POR CATALOGO Y/O VENTANILLA MERCADEO DIRECT,28/12/22,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,32,259.45,3376,50,2,
2155,TDD,OXXOPIMSA 1 MTY       APODACA NL   NL,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",02/12/22,MX,CARD PRESENT,F,NUEVO LEON,25,40.39,7441,24,4,
2156,TDD,D LOCAL*DIDI RIDES    CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",23/01/23,MX,CARD NOT PRESENT,F,NUEVO LEON,41,39.03,9073,76,4,
2157,TDD,COM RAPID RIM ATO MEX MERIDA YUC   031,COMIDA RAPIDA,COMIDA RAPIDA,11/12/22,MX,CARD PRESENT,M,NUEVO LEON,31,77.32,1292,33,4,1
2158,TDC,SUSHI FACTORY PERLA   ZAPOPAN JAL  014,RESTAURANTE,RESTAURANTES,06/03/23,MX,CARD PRESENT,M,JALISCO,32,284.4,8606,118,2,
2159,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,01/03/23,MX,CARD NOT PRESENT,M,CHIAPAS,30,209.5,7154,113,2,
2160,TDD,ITALIAN SAN MIGUEL A  SANMIGUEL DE00,RESTAURANTE,RESTAURANTES,10/01/23,MX,CARD PRESENT,F,GUANAJUATO,36,156.86,8159,63,2,
2161,TDD,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",28/11/22,MX,CARD NOT PRESENT,F,NUEVO LEON,23,41.7,3521,20,4,
2162,TDD,STR*UBER TRIP         CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",06/03/23,MX,CARD NOT PRESENT,F,NUEVO LEON,44,174.6,9305,118,2,
2163,TDC,PAYPAL *UNDOSTRES     CIUDAD DE MEXDF,AGREGADOR,AGREGADOR,13/12/22,MX,CARD NOT PRESENT,F,VERACRUZ DE IGNACIO DE LA LLAV,23,84.8,1551,35,4,0
2164,TDD,RECREATIVOS ON LINE MUCIUDAD DE MEXDF,ENTRETENIMIENTO,"JARDINES BOTANICOS(ZOO, SERVICIOS DE ENTREMIENTO)",17/02/23,MX,CARD NOT PRESENT,M,CHIAPAS,25,99.77,5446,101,4,
2165,TDD,DLOCAL*DIDI RIDES CA  CIUDAD DE MEX09,AGREGADOR,AGREGADOR,06/01/23,MX,CARD NOT PRESENT,M,NUEVO LEON,28,47.3,3684,59,4,
2166,TDC,D LOCAL*RAPPI         CIUDAD DE MEX001,OTROS,SERVICIOS EMPRESARIALES - NO CLASIFICADOS,26/02/23,MX,CARD NOT PRESENT,M,JALISCO,19,263.89,9748,110,2,
2167,TDD,PAYPAL3               MEXICO DF    DF,AGREGADOR,AGREGADOR,02/02/23,MX,CARD NOT PRESENT,M,CHIAPAS,25,101.27,5446,86,4,
2168,TDD,CLIP MX*TORO PAPAS    SANNICOLAS D000,AGREGADOR,AGREGADOR,22/02/23,MX,CARD PRESENT,F,NUEVO LEON,49,27.42,2845,106,4,
2169,TDC,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",27/11/22,MX,CARD NOT PRESENT,M,MEXICO,30,49.86,827,19,4,1
2170,TDD,SNP*JUANES            CIUDAD DE MEX001,MISCELANEAS,"ABARROTES, CARNICERIAS, PESCADERIAS, MISCELANEAS,",06/03/23,MX,CARD PRESENT,F,NUEVO LEON,25,40.64,7441,118,4,
2171,TDC,PAYPAL *UBER BV          35314369001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",10/11/22,NL,CARD NOT PRESENT,M,JALISCO,25,36.91,2988,2,4,
2172,TDD,OXXOSETENTA Y SEIS VSACARMEN CAMP  CA,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",18/01/23,MX,CARD PRESENT,M,CAMPECHE,48,52.86,4752,71,4,
2173,TDD,SC*CALIENTE2          TIJUANA BCN  003,ENTRETENIMIENTO,"CLUBES DEPORTIVOS PROFESIONALES, (HIPODROMOS,",23/11/22,MX,CARD NOT PRESENT,M,NUEVO LEON,35,35.4,3626,15,4,
2174,TDD,7 ELEVEN T 1690       COAHUILA COAHCO,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",24/02/23,MX,CARD PRESENT,M,COAHUILA DE ZARAGOZA,37,190.09,6261,108,2,
2175,TDD,DLOCAL*DIDI RIDES CA  CIUDAD DE MEX09,AGREGADOR,AGREGADOR,30/01/23,MX,CARD NOT PRESENT,F,NUEVO LEON,20,38.67,5674,83,4,
2176,TDD,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",14/11/22,MX,CARD NOT PRESENT,M,GUANAJUATO,27,112.8,7719,6,4,
2177,TDC,OF                       London,OTROS,"MERCADEO DIRECTO, SERVICIOS POR TELEFONO.",26/11/22,GB,CARD NOT PRESENT,M,NAYARIT,26,233.84,155,18,2,1
2178,TDD,STRIPE *UBER TRIP     CIUDAD DE MEXCMX,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",01/02/23,MX,CARD NOT PRESENT,F,NUEVO LEON,44,122.63,9305,85,4,
2179,TDC,PROC DAT DRIVE CR     CIUDAD DE MEX001,OTROS,SERV PROC DATOS - DISENO Y PROGRAM DE SISTEMAS,17/01/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,28,21.68,7588,70,4,
3666,TDD,DLOCAL*DIDI FOOD CA   CIUDAD DE MEX09,AGREGADOR,AGREGADOR,15/01/23,MX,CARD NOT PRESENT,M,CHIAPAS,34,292.89,344,68,2,1
2181,TDD,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",05/02/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,78,96.73,601,89,4,1
2182,TDC,STRIPE *UBER PENDING  CIUDAD DE MEXCMX,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",08/02/23,MX,CARD NOT PRESENT,M,MEXICO,30,49.85,827,92,4,1
2183,TDD,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",14/11/22,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,25,29.07,6640,6,4,
2184,TDC,MERCADO PAGO 1        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,11/02/23,MX,CARD NOT PRESENT,M,QUERETARO,49,184.1,8543,95,2,
2185,TDC,LA TORRE DEL VIGIA AR TEXCOCO EM   EM,OTROS,"ASOCIACIONES - CIVICAS Y  FRATERNIDADES, ASOC SOCI",30/12/22,MX,CARD PRESENT,M,CIUDAD DE MEXICO,34,115.74,3916,52,4,
2186,TDC,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",12/01/23,MX,CARD NOT PRESENT,M,QUERETARO,29,44.88,450,65,4,1
2187,TDD,MERCADO PAGO 3        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,21/01/23,MX,CARD NOT PRESENT,M,NUEVO LEON,16,423.63,8620,74,3,
2188,TDC,D LOCAL*RAPPI         CIUDAD DE MEX001,OTROS,SERVICIOS EMPRESARIALES - NO CLASIFICADOS,06/02/23,MX,CARD NOT PRESENT,M,COAHUILA DE ZARAGOZA,30,64.34,4415,90,4,
2189,TDD,CONEKTA*GIRO AGREGADORCIUDAD DE MEX001,AGREGADOR,AGREGADOR,03/03/23,MX,CARD NOT PRESENT,F,NUEVO LEON,23,24.92,4920,115,4,
2190,TDD,CINEPOLIS DULCERIA    MORELIA MICH 16,ENTRETENIMIENTO,"CINES, TEATROS",26/02/23,MX,CARD PRESENT,M,MEXICO,54,99.77,5709,110,4,
2191,TDD,COMPRA MICROSOFT      CIUDAD DE MEX00,RETAIL,VENTA DE SOFTWARE PARA COMPUTADORAS,03/12/22,MX,CARD NOT PRESENT,M,QUERETARO,15,109.75,7089,25,4,
2192,TDC,DLOCAL*DIDI FOOD CA   CIUDAD DE MEX09,AGREGADOR,AGREGADOR,01/12/22,MX,CARD NOT PRESENT,M,JALISCO,31,63.84,626,23,4,1
2193,TDD,Google ROBLOX            650-2530000,OTROS,SERV PROC DATOS - DISENO Y PROGRAM DE SISTEMAS,20/11/22,US,CARD NOT PRESENT,F,COAHUILA DE ZARAGOZA,31,22.43,7775,12,4,
2194,TDD,SC*CALIENTE2          TIJUANA BCN  003,RETAIL,CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES),21/01/23,MX,CARD NOT PRESENT,M,NUEVO LEON,35,84.8,3626,74,4,
2195,TDD,Google Playrix Games     650-2530000,OTROS,BIENES DIGITALES APLICACIONES,09/01/23,US,CARD NOT PRESENT,F,NUEVO LEON,42,47.38,7271,62,4,
2196,TDD,PASTELERIA LETY PUEBLOAPODACA      NL,RETAIL,"DULCERIAS, PASTELERIAS Y CONFITERIAS, SEMILLAS",10/01/23,MX,CARD PRESENT,F,NUEVO LEON,25,227.02,7441,63,2,
2197,TDD,NETFLIX COM           CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,15/11/22,MX,CARD NOT PRESENT,M,VERACRUZ DE IGNACIO DE LA LLAV,24,159.15,4359,7,2,
2198,TDD,STP*UNDOSTRES COM MX  CIUDAD DE MEX001,AGREGADOR,AGREGADOR,21/11/22,MX,CARD NOT PRESENT,M,GUANAJUATO,44,34.9,3826,13,4,
2199,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,24/01/23,MX,CARD NOT PRESENT,F,OAXACA,44,253.96,5318,77,2,
2200,TDD,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",29/12/22,MX,CARD NOT PRESENT,F,MORELOS,40,74.8,5104,51,4,
2201,TDD,7 ELEVEN IXTAPA       MONTERREY NL NL,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",03/03/23,MX,CARD PRESENT,F,NUEVO LEON,21,41.64,7434,115,4,
2202,TDC,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,13/11/22,MX,CARD NOT PRESENT,M,NUEVO LEON,39,55.31,4654,5,4,
2203,TDD,NETFLIX COM           CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,14/12/22,MX,CARD NOT PRESENT,M,NUEVO LEON,35,119.23,3626,36,4,
2204,TDD,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",27/12/22,MX,CARD NOT PRESENT,F,MEXICO,27,39.85,8095,49,4,
2205,TDD,DLOCAL*DIDI FOOD      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",30/12/22,MX,CARD NOT PRESENT,F,NUEVO LEON,41,108.75,9073,52,4,
2206,TDD,DLOCAL*RAPPI          CIUDAD DE MEX09,COMIDA RAPIDA,COMIDA RAPIDA,02/03/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,25,105.81,6640,114,4,
2207,TDC,PAY*RAPPI COMERCIO E  CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",09/02/23,MX,CARD NOT PRESENT,M,QUERETARO,39,222.15,1509,93,2,1
2208,TDD,DLOCAL*DIDI FOOD      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",21/02/23,MX,CARD NOT PRESENT,F,NUEVO LEON,44,112.25,9305,105,4,
2209,TDC,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",12/01/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,37,228.91,3733,65,2,
2210,TDD,OXXOPLAZA TILA VSA    CARMEN CAMP  CA,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",09/02/23,MX,CARD PRESENT,M,CAMPECHE,48,54.56,4752,93,4,
2211,TDC,PAYPAL *UNDOSTRES     CIUDAD DE MEXDF,AGREGADOR,AGREGADOR,01/12/22,MX,CARD NOT PRESENT,F,VERACRUZ DE IGNACIO DE LA LLAV,23,24.92,1551,23,4,0
2212,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,27/12/22,MX,CARD NOT PRESENT,M,GUANAJUATO,53,159.65,4372,49,2,
2213,TDC,PAYPAL *UBER BV          35314369001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",23/11/22,NL,CARD NOT PRESENT,F,NUEVO LEON,25,34.89,8309,15,4,
2214,TDD,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",22/11/22,MX,CARD NOT PRESENT,M,GUANAJUATO,27,44.86,7719,14,4,
2215,TDC,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,09/01/23,MX,CARD NOT PRESENT,M,JALISCO,23,280.41,362,62,2,0
2216,TDC,DLOCAL*DIDI FOOD      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",09/01/23,MX,CARD NOT PRESENT,F,NUEVO LEON,44,66.44,9305,62,4,
2217,TDD,FNCIA*3BROMA          CIUDAD DE MEX001,MISCELANEAS,"ABARROTES, CARNICERIAS, PESCADERIAS, MISCELANEAS,",01/12/22,MX,CARD PRESENT,M,CIUDAD DE MEXICO,30,34.65,480,23,4,1
2218,TDD,Google Storage           650-2530000,RETAIL,VENTA DE SOFTWARE PARA COMPUTADORAS,20/12/22,US,CARD NOT PRESENT,M,VERACRUZ DE IGNACIO DE LA LLAV,20,26.92,194,42,4,1
2219,TDD,FNCIA*3BROMA          CIUDAD DE MEX001,MISCELANEAS,"ABARROTES, CARNICERIAS, PESCADERIAS, MISCELANEAS,",02/12/22,MX,CARD PRESENT,M,CIUDAD DE MEXICO,30,21.93,480,24,4,1
2220,TDD,Google Storage           650-2530000,OTROS,BIENES DIGITALES APLICACIONES,02/03/23,US,CARD NOT PRESENT,M,NUEVO LEON,28,26.92,3684,114,4,
2221,TDD,APPLE.COM/BILL           866-712-7753,RETAIL,TIENDA DE DISCOS,05/01/23,US,CARD NOT PRESENT,F,COAHUILA DE ZARAGOZA,31,18.43,7775,58,4,
2222,TDC,CINEPOLIS DULCERIA    MORELIA MICH 16,ENTRETENIMIENTO,"CINES, TEATROS",17/12/22,MX,CARD PRESENT,M,CIUDAD DE MEXICO,34,179.61,3916,39,2,
2223,TDD,CINEPOLIS DULCERIA    MORELIA MICH 16,ENTRETENIMIENTO,"CINES, TEATROS",17/01/23,MX,CARD PRESENT,F,QUERETARO,58,147.18,8473,70,2,
2224,TDD,MINI SUPER YEPAS      BOCA DEL RIO VE,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",24/01/23,MX,CARD PRESENT,M,VERACRUZ DE IGNACIO DE LA LLAV,24,29.91,4359,77,4,
2225,TDD,7 ELEVEN T 1690       COAHUILA COAHCO,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",13/12/22,MX,CARD PRESENT,M,COAHUILA DE ZARAGOZA,37,95.78,6261,35,4,
2226,TDD,PIZZA DEPRIZZA        SN NICOLAS DE019,COMIDA RAPIDA,COMIDA RAPIDA,22/12/22,MX,CARD PRESENT,F,NUEVO LEON,42,54.36,7271,44,4,
